,0,1,2,3,4
236,kevonstage,where am i based on the food im eating?,_jennhill_,"Church, second service for the anniversary.",other
237,kevonstage,where am i based on the food im eating?,realshelbydc,Fellowship Hall,other
238,kevonstage,where am i based on the food im eating?,jayharrisespn,"Church annex if y'all FINALLY tapped into the building fund. If not, you're in the basement with the cement floor, surrounded on the walls by all the black history month pictures from vacation bible school, and that faucet in the men's room with the slow drip on the cold water side.",other
239,blackfolksrock,teacher hugs kid who shares his birthday,I want you all to notice how he directed the childs body to his side🙏🏿 Solid guy right there.,joy/happiness,
240,blackfolksrock,teacher hugs kid who shares his birthday,keepinupwifmoody,The way he matched her energy when she came running down the hallway 😂😂😂😂,joy/happiness
241,blackfolksrock,teacher hugs kid who shares his birthday,trevision88,I was going to say something crazy.... But Im gonna keep it wholesome.... Great Post,other
242,blackfolksrock,teacher hugs kid who shares his birthday,chokes_official,"If he picked my daughter up like that, Id feel like I need to do more. This was wholesome as hell. Takes a village to raise a child, if other adults are looking out for my child elsewhere, Ive got no quarms with that.",joy/happiness
243,blackfolksrock,teacher hugs kid who shares his birthday,gottaluvbrit_,I dont know what yall see but its him throwing the bag for me 😂,joy/happiness
244,blackfolksrock,teacher hugs kid who shares his birthday,coachkandaka,I went to college with him. Hes always had the same heart for people! I love that the world gets to see this! ✨♥️🫶🏾✨,joy/happiness
245,blackfolksrock,teacher hugs kid who shares his birthday,katt_sttakkzzz,My son had a teacher that loved him dearly and showed him motherly love while I was in jail I can never repay that woman Im so thankful he was put in her class I pray god continues to bless that woman ❤️,joy/happiness
246,blackfolksrock,teacher hugs kid who shares his birthday,tony_themainevent_sparkman,Dam I come to the comments section with a smile on my face thinking everyone was on the same page as far as seeing the happiness being shared but yall went in a whole different direction… Get counseling now before you take another childs innocence with your broken mindset!,other
247,blackfolksrock,teacher hugs kid who shares his birthday,unklearnold,🥹🖤 this was such a special day for us both. Thank you for sharing!!,joy/happiness
248,blackfolksrock,teacher hugs kid who shares his birthday,exquisite_calamity,"This is at my sons school, the entire faculty is amazing! Black educators making a difference ❤",joy/happiness
249,blackfolksrock,teacher hugs kid who shares his birthday,moni_tsunami,I aint even go lie ..I aint seen none of these bad comments yall talking about,other
250,blackfolksrock,teacher hugs kid who shares his birthday,nostalgik_86,I love how he just threw down the backpack and got all excited with the kiddo. So genuine,joy/happiness
251,blackfolksrock,teacher hugs kid who shares his birthday,irons.brianna,He literally swung her to the side! Like yall need to really go to counseling for what yall been through.,other
252,blackfolksrock,teacher hugs kid who shares his birthday,mmfomby,That hug was everything! 😂 She will never forget him. 🥹🥹🥹,joy/happiness
253,blackfolksrock,teacher hugs kid who shares his birthday,lovingperk,Umm .. I thought it was no running in the hallway…😂. Just kidding. This is so precious!💜,joy/happiness
254,blackfolksrock,teacher hugs kid who shares his birthday,neil.e.pettit,Black/ white/ doesnt matter!!!!! We need more excited educators to yea h our children. Make school fun,joy/happiness
255,blackfolksrock,teacher hugs kid who shares his birthday,smooth_savageryy,The hugs from your teachers as a younging would make your day as a kid,joy/happiness
256,blackfolksrock,teacher hugs kid who shares his birthday,rashanali,"As the daughter of a male educator and the wife of one, this moment is EVERYTHING!!!!",joy/happiness
257,blackfolksrock,teacher hugs kid who shares his birthday,runnerin1,Do you have any idea what kind of person hed have to be to get that kind of trust from a child?,joy/happiness
258,blackfolksrock,teacher hugs kid who shares his birthday,girlmom_toot86,Now this is sooooo sweet ❤️❤️❤️❤️ and do yall notice how he directed her body to the side of him 👏🏾👏🏾👏🏾👏🏾 happy birthday to the both of you,joy/happiness
259,blackfolksrock,teacher hugs kid who shares his birthday,rapidconveying,Im a man with a daughter this was wholesome and beautiful 😢💙💙.we need more teachers like him and less dumb ass comments 💯,joy/happiness
260,blackfolksrock,teacher hugs kid who shares his birthday,lifeincolor30,My whole heart is glad and smiling too cute two peas in a pod,joy/happiness
261,blackfolksrock,teacher hugs kid who shares his birthday,xavier.cooley,Im glad to see a black male teacher 💪🏾,joy/happiness
262,blackfolksrock,teacher hugs kid who shares his birthday,jonesounds,🎂 Cute…I Just Aint Workin on my Bday tho 😂😂😂😂,joy/happiness
263,blackfolksrock,teacher hugs kid who shares his birthday,sonjaunapologetic,"As someone who is very mindful and observant of possible red flags, this teacher did nothing wrong. He was very aware and appropriate in this video. I understand we must be diligent with kids but everything not that.",other
264,blackfolksrock,teacher hugs kid who shares his birthday,skee546,A lot of us couldve used a hug or two from our teacher or teachers🖤✊🏾,joy/happiness
265,blackfolksrock,teacher hugs kid who shares his birthday,chocolatefeelocdupbbwcutie,I had a teacher Ms Motley she was the granny of the school she hugged us all and we definitely loved her she was so sweet I wish everyone could experience this type love from a teacher especially when you not getting it from home😢,joy/happiness
266,blackfolksrock,teacher hugs kid who shares his birthday,1eonida5,This is why I always wanted to be a teacher,joy/happiness
267,blackfolksrock,teacher hugs kid who shares his birthday,unbothered_goddess1111,This was so beautiful.. Their energy matched perfectly. As a daycare teacher this brings me so much joy.,joy/happiness
268,blackfolksrock,teacher hugs kid who shares his birthday,freebird_kris,"Idk about yall but i love unklearnold for loving the kids. Theres nothing negative about this sweet, beautiful video. Wish it was more teachers like this man. ❤️❤️❤️❤️",joy/happiness
269,blackfolksrock,teacher hugs kid who shares his birthday,callmehoney_mustard,PAY TEACHERS MORE MONEY!!!,other
270,blackfolksrock,teacher hugs kid who shares his birthday,nandi_and_amena_adventures,This was so sweet to watch we need more of this Teaching and Teachers are so important in our communities and our children 👏👏👏❤❤❤❤,joy/happiness
271,blackfolksrock,teacher hugs kid who shares his birthday,imratherunique,@auburnave you are appreciated ❤❤❤,gratitude
272,blackfolksrock,teacher hugs kid who shares his birthday,yvonnekelly1975,Unfortunately not all teachers are like him its a shame wish they were 💕 it so nice to see instead of putting pupils down. And not building them up,other
273,blackfolksrock,teacher hugs kid who shares his birthday,liagivenchy,Who cutting onion 🧅 😂😂. Cause this is beautiful 👏. Thank you sir. She will remember your impact on her life forever 🫶🏾🫶🏾🫶🏾,joy/happiness
274,blackfolksrock,teacher hugs kid who shares his birthday,brialiseee.e,"Hope some of yall in the comments can heal, genuinely. I love to see this! This kid will always remember you.",other
275,blackfolksrock,teacher hugs kid who shares his birthday,dre_monique,This was absolutely adorable and men are so ruff with kids. Lol,joy/happiness
276,blackfolksrock,teacher hugs kid who shares his birthday,kingbrahma91,Thats a real ~twin where you been~ lol the way he dropped that bag 😂😂😂,joy/happiness
277,blackfolksrock,teacher hugs kid who shares his birthday,crystalwisdom,Yup! This is how I am with my bday twin student 😂😂😂,joy/happiness
278,blackfolksrock,teacher hugs kid who shares his birthday,nevermind_me77,Awesomeness great job you too,joy/happiness
279,blackfolksrock,teacher hugs kid who shares his birthday,wrighttahlia,I love this sooo much 🔥🔥❤❤❤,joy/happiness
280,blackfolksrock,teacher hugs kid who shares his birthday,killanorm,"Shit, me and my Babymoms got the same birthday and we dont say happy birthday to each other 😂",other
281,blackfolksrock,teacher hugs kid who shares his birthday,wsd_sonny,As a proud father this fills my heart with joy. All of our children should be loved like this. What an amazing man and educator. We need more like him to bring the truth to the youth,joy/happiness
282,blackfolksrock,teacher hugs kid who shares his birthday,tburch02,All yall are some truly traumatized individuals…God bless him & her! I love to see it!! But yall…when you finally got someone in school thats clearly a positive influence on a child and on school camera (not a phone so its not for media attention like a lot of you wouldve done)…yall taking it to a dark place! Smh,other
283,beingblackislit,daughter and boyfriend prom outfit,And its age appropriate 🥺 ❤️,joy/happiness,
284,beingblackislit,daughter and boyfriend prom outfit,yourstrulymalissa,OMG! The elegance and class in this photo! 😍💜,joy/happiness
285,beingblackislit,daughter and boyfriend prom outfit,nefo_rever,"This ateeee, no mesh or feathers 😩😩🤌🏽🤌🏽 just some GOOOOOOOOOOD outfits and styling🤝🏽🤝🏽",joy/happiness
286,beingblackislit,daughter and boyfriend prom outfit,dandelioncande,Damn they better have come home w them crowns,joy/happiness
287,beingblackislit,daughter and boyfriend prom outfit,areda83,,joy/happiness
288,beingblackislit,daughter and boyfriend prom outfit,therealcashusclay,Thought it was a mother and son 😂,surprise
289,beingblackislit,daughter and boyfriend prom outfit,leighdleigh,Beautiful all the way around.,joy/happiness
290,beingblackislit,daughter and boyfriend prom outfit,empress_kismet_kahmar,"Classy, elegant and modest. Just Flyyyyyyyy",joy/happiness
291,beingblackislit,daughter and boyfriend prom outfit,imstilltoni,"Absolutely gorgeous, appropriate, and elegant 😍👏🏾🔥",joy/happiness
292,beingblackislit,daughter and boyfriend prom outfit,theeericanicole,Very classy and modest !,joy/happiness
293,beingblackislit,daughter and boyfriend prom outfit,bre_phillips_tx,Now this is a prom dress ❤️❤️❤️,joy/happiness
294,beingblackislit,daughter and boyfriend prom outfit,shakiylalynn,NOW THIS IS A PROM LOOK,joy/happiness
295,beingblackislit,daughter and boyfriend prom outfit,teeshadenise,They did that!!!!!,joy/happiness
296,beingblackislit,daughter and boyfriend prom outfit,imyesyesinspanish_,10/10 the African aunties agree bo baby🔥,joy/happiness
297,beingblackislit,daughter and boyfriend prom outfit,prettygalllke,They look amazing! 🤩 🙌🏽,joy/happiness
298,beingblackislit,daughter and boyfriend prom outfit,dats_so_jamie,Finally a guy wearing dress shoes instead of sneakers 👏🏽,joy/happiness
299,beingblackislit,daughter and boyfriend prom outfit,thirdeye_ni,Beautiful! And age appropriate,joy/happiness
300,beingblackislit,daughter and boyfriend prom outfit,ugottaluvbe,🔥🔥They both look amazing! Shes covered up unlike some of these other kids!,joy/happiness
301,beingblackislit,daughter and boyfriend prom outfit,qweensugabby5,BEAUTIFUL!!!😍😍😍,joy/happiness
302,beingblackislit,daughter and boyfriend prom outfit,lisheilmanshields,REGAL👏,joy/happiness
303,beingblackislit,daughter and boyfriend prom outfit,authormiamibanks,Its giving @hallebailey and @ddg 🔥🔥🔥,joy/happiness
304,beingblackislit,daughter and boyfriend prom outfit,_itsalexisrenee,This picture screams King and Queen 🔥🔥🔥,joy/happiness
305,beingblackislit,daughter and boyfriend prom outfit,justinaleslie_t,Beautifully Matched outfits 🎷🎵🎶🎼👏🏿👏🏿💚💚,joy/happiness
306,beingblackislit,daughter and boyfriend prom outfit,therraviiofficial,This the best I seen in years,joy/happiness
307,beingblackislit,daughter and boyfriend prom outfit,big_trease,❤️❤️❤️,joy/happiness
308,beingblackislit,daughter and boyfriend prom outfit,theofficialbuffalochuck2.0,This 🔥! Classy AF,joy/happiness
309,beingblackislit,daughter and boyfriend prom outfit,lovelylyse8,😍🙌🏽👑💐❤️‍🔥,joy/happiness
310,beingblackislit,daughter and boyfriend prom outfit,haitian__jawn,🔥🔥,joy/happiness
311,beingblackislit,daughter and boyfriend prom outfit,geeniemy_,NOW THIS is what Im talking about 😍,joy/happiness
312,beingblackislit,daughter and boyfriend prom outfit,mocha_mischief,This is beautiful and classy! 👏🏽👏🏽👏🏽,joy/happiness
313,beingblackislit,daughter and boyfriend prom outfit,carmycav,Absolutely beautiful!!!!!! 🤩,joy/happiness
314,beingblackislit,daughter and boyfriend prom outfit,beckyhejka,Gorgeous couple!,joy/happiness
315,beingblackislit,daughter and boyfriend prom outfit,healthy_spiritandbody,Thought this was Solange 😍,joy/happiness
316,beingblackislit,daughter and boyfriend prom outfit,tat_reyes,They look amazing,joy/happiness
317,beingblackislit,daughter and boyfriend prom outfit,nachele.__,& DIIDDDDDD,other
318,beingblackislit,daughter and boyfriend prom outfit,olivia.c.allen,@officialrahni._ omg shut up???? gorg.,joy/happiness
319,beingblackislit,daughter and boyfriend prom outfit,confidenceofjesus,She👏is 👏 covered 👏,joy/happiness
320,beingblackislit,daughter and boyfriend prom outfit,j0shu.a,🔥🔥🔥🔥🔥,joy/happiness
321,beingblackislit,daughter and boyfriend prom outfit,neo_the_indigo,They won prom 100%,joy/happiness
322,beingblackislit,daughter and boyfriend prom outfit,majestic6rings,Finally classy children,joy/happiness
323,beingblackislit,daughter and boyfriend prom outfit,mrs_blount_829,Beautiful 😍,joy/happiness
324,beingblackislit,daughter and boyfriend prom outfit,mrs_blount_829,The colors 🔥,joy/happiness
325,beingblackislit,daughter and boyfriend prom outfit,satans__suicide__,"Im just gonna say it, black couples have the best matching prom outfits",joy/happiness
